3275.31,171.0,30.5625,-9.65005,28.8317,2.29996,-13.9227,39.0985,2.26297,1.90938,-2.14786,-0.571424,76.6693,-58.919,-27.945,33.75,-1.21816,22.6638,-4.46763,-0.960672,22.8319,-3.90716,0.807414,-1.4714,0.425745,24.9912,-82.6157,57.471,33.125,0.147392,-0.116747,-4.6061,0.376441,0.660437,-3.85508,1.39628,-0.169454,2.2649,-14.7207,-69.293,-32.2349
24.25,99.0,30.25,2.15807,8.49202,3.89251,2.33678,8.43076,4.01992,0.0156872,-0.0146017,-0.0359593,14.6159,-68.294,-9.05026,32.0625,0.318586,9.68787,-1.53226,0.22015,9.74002,-1.33783,-0.0358272,-0.013611,-0.0315542,0.0451841,-51.7004,42.67,30.625,9.66099,-1.73227,-0.0221238,9.61689,-1.63137,0.325942,0.00416834,-0.040843,-0.00545717,-60.8724,-37.7528,-58.5048
1479.09,118.0,33.8125,-8.77407,4.79614,5.28072,-8.4413,4.93073,5.53358,-0.890226,0.130531,0.0437964,37.9738,-14.2744,-7.92543,35.875,2.57382,10.3973,-1.33882,2.22598,10.2482,-1.00087,-0.431296,-0.321378,-0.260957,-4.7756,-37.0609,23.4945,34.8125,10.8131,1.57104,-0.918369,10.7264,2.05843,-0.448582,-0.409508,0.642227,-0.68626,-28.867,21.2312,26.7748
1831.2,126.0,33.8125,0.171728,9.93002,-2.49251,0.307984,9.90452,-2.20275,0.25491,0.712683,-0.167285,-9.09316,-52.4428,-26.1986,36.75,-0.533263,9.83799,-2.01283,-0.547728,9.84773,-1.57468,0.0199369,0.836272,-0.116567,17.3003,-52.8023,-21.9134,34.9375,10.5889,1.6484,-0.921148,10.5753,1.60443,-0.627942,-0.449167,-0.898534,1.80262,-22.4685,34.5828,9.41208
3064.58,134.0,31.125,-5.87554,6.95889,7.81852,-3.92427,7.0754,8.2575,0.359448,-0.0960436,0.184828,54.1186,-8.7154,-39.1814,35.0625,0.380587,5.72704,-8.10082,0.0973494,5.87023,-7.72584,-0.300155,-0.0788548,0.484331,8.4631,-4.31375,59.9001,33.5,2.60673,4.96155,-0.676261,2.58686,4.87038,-0.0208805,0.614629,-0.506522,1.18521,-21.5537,-49.9073,-11.425
897.91,98.0,33.25,-2.99569,2.54549,8.99268,-2.77967,2.8558,10.6213,1.19091,-1.40955,-1.38087,-20.6912,-24.7499,-88.0294,35.0625,-0.113783,9.33878,-3.24268,-0.21378,9.30562,-3.01397,0.148663,0.536391,-0.113362,-9.15145,-60.7267,-11.9063,33.8125,10.0255,0.62584,-0.804811,10.0496,0.72716,-0.546651,0.155043,-0.436918,0.0101312,-60.6289,-5.13421,44.7013
1446.72,123.0,33.75,1.20737,8.091,4.88029,1.28923,8.12231,5.22972,-0.186311,-0.470943,-0.408458,-28.2494,-37.6773,-21.7696,35.8125,-0.562725,9.65192,-1.70299,-0.698422,9.59118,-1.34783,-0.0170368,0.0743564,-0.0400486,-15.0223,-45.135,2.98015,34.75,9.81977,0.431637,-0.111104,9.76822,0.577055,0.439115,-0.0227908,-0.0338828,0.0213203,-9.81892,-36.3527,8.67577
3265.91,172.0,30.625,-4.58974,46.279,-2.41705,-1.29318,42.2345,-2.78537,1.64713,3.0141,4.10987,-35.453,-43.7669,-40.3851,33.8125,2.39085,22.7802,-2.23425,2.63208,24.4754,-8.56363,0.094837,2.37566,0.354501,15.1108,-55.144,-38.8655,33.125,21.9073,12.6165,0.284544,7.28395,14.2707,5.37261,-0.78991,-0.202388,-4.0281,-62.9136,21.4391,1.55706
1848.81,112.0,33.8125,0.97628,9.5858,-2.09443,1.1666,9.53617,-1.88571,0.00710309,0.0837126,-0.0136789,-41.1031,-35.7879,16.2412,36.8125,0.138705,9.84141,-1.18753,-0.0613883,9.78501,-0.671043,0.0224221,0.0679162,-0.00696435,-37.1729,-46.1028,-5.81513,34.9375,9.6082,-2.13514,-1.79529,9.64059,-2.0567,-1.1712,0.00384047,0.0246435,0.0353308,-24.6674,-15.0925,67.9427
710.78,102.0,33.0625,-7.49096,5.56157,2.91114,-7.3259,5.64523,3.00905,0.0185153,-0.0486358,-0.0286651,61.1744,-38.9673,13.6469,34.625,0.731928,9.60996,-1.71812,0.625805,9.70898,-1.3857,-0.0517376,-0.0520488,-0.00241532,-28.1226,-52.4609,33.1708,33.4375,9.44541,-2.74949,-0.828403,9.47846,-2.85737,-0.365599,-0.0131268,0.0283203,0.0195658,-110.891,-27.4989,26.0594
400.88,83.0,32.1875,0.756445,6.29681,7.49673,0.719909,6.30114,7.48431,-0.257054,0.0499327,-0.0382737,-33.4654,-1.56497,-56.2707,33.9375,0.581515,9.81656,0.911507,0.387704,9.84146,1.42706,0.0106049,-0.0864696,0.00249883,13.5218,-60.3981,-45.0256,32.6875,-1.35183,0.772713,-10.1067,-1.26998,1.07645,-9.65959,-0.00488262,0.0488296,-0.00857873,-10.7264,32.5553,73.5356
